file_name,unique_id,cultivar,growing_season,year,gt_volume_ml,pred_volume_ml,chamfer_mm,precision,recall,f1,encoder_ms,latent_save_ms,decoder_ms,convex_hull_ms,exec_time_ms
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_065.ply,2025-000,Kitahime,,2025,155.1429522,221.68,4.662328,54.8,59.5,57.0,167.0,0.11,10.44,117.7,295.25
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_081.ply,2025-000,Kitahime,,2025,155.1429522,179.49,4.029122,66.9,69.5,68.2,5.3,0.07,9.64,60.91,75.93
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_097.ply,2025-000,Kitahime,,2025,155.1429522,215.16,4.688171,54.1,58.9,56.4,4.84,0.06,9.6,86.96,101.46
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_111.ply,2025-000,Kitahime,,2025,155.1429522,198.77,4.215965,61.8,66.2,64.0,4.5,0.06,9.62,47.71,61.9
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_127.ply,2025-000,Kitahime,,2025,155.1429522,232.06,4.941324,50.8,56.4,53.4,4.62,0.07,9.65,77.63,91.97
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_144.ply,2025-000,Kitahime,,2025,155.1429522,186.6,4.082577,64.4,67.5,65.9,5.06,0.06,9.63,43.33,58.09
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_158.ply,2025-000,Kitahime,,2025,155.1429522,183.17,4.052217,65.2,67.6,66.4,4.52,0.07,9.63,41.62,55.84
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_172.ply,2025-000,Kitahime,,2025,155.1429522,138.02,4.165991,68.7,63.9,66.2,4.88,0.07,9.64,34.51,49.12
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_188.ply,2025-000,Kitahime,,2025,155.1429522,152.25,3.404243,78.9,77.5,78.2,4.63,0.06,9.6,37.64,51.95
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_204.ply,2025-000,Kitahime,,2025,155.1429522,149.99,4.279698,69.5,66.3,67.9,4.32,0.06,9.61,37.1,51.1
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_217.ply,2025-000,Kitahime,,2025,155.1429522,228.86,4.869254,52.3,57.6,54.8,4.78,0.06,9.62,85.29,99.75
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_233.ply,2025-000,Kitahime,,2025,155.1429522,219.07,4.56697,56.0,61.0,58.3,4.57,0.06,9.62,69.29,83.56
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_249.ply,2025-000,Kitahime,,2025,155.1429522,208.55,4.237197,60.4,64.4,62.3,5.03,0.06,9.6,80.22,94.92
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_263.ply,2025-000,Kitahime,,2025,155.1429522,199.37,3.915855,66.2,70.2,68.2,4.7,0.06,9.63,61.49,75.89
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_277.ply,2025-000,Kitahime,,2025,155.1429522,166.67,3.560201,75.7,75.3,75.5,4.34,0.06,9.59,39.41,53.4
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_294.ply,2025-000,Kitahime,,2025,155.1429522,122.06,4.625157,58.3,49.8,53.7,4.77,0.06,9.61,46.12,60.57
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_309.ply,2025-000,Kitahime,,2025,155.1429522,193.65,3.890231,65.9,69.2,67.5,4.67,0.07,9.61,67.98,82.33
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_321.ply,2025-000,Kitahime,,2025,155.1429522,181.51,3.594465,71.6,73.5,72.5,4.39,0.07,9.61,68.81,82.88
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_337.ply,2025-000,Kitahime,,2025,155.1429522,198.38,3.907637,65.2,68.7,66.9,4.96,0.06,9.6,65.09,79.72
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_355.ply,2025-000,Kitahime,,2025,155.1429522,166.84,3.634068,74.1,74.3,74.2,4.56,0.08,9.65,39.32,53.61
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_370.ply,2025-000,Kitahime,,2025,155.1429522,172.43,3.60313,74.1,74.9,74.5,4.69,0.06,9.59,69.15,83.49
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_383.ply,2025-000,Kitahime,,2025,155.1429522,178.91,3.237728,77.1,79.3,78.1,4.22,0.08,9.61,68.14,82.05
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_400.ply,2025-000,Kitahime,,2025,155.1429522,131.66,3.904449,71.7,66.9,69.2,5.41,1.29,9.62,37.75,54.08
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_416.ply,2025-000,Kitahime,,2025,155.1429522,224.96,4.55108,56.0,61.4,58.5,4.42,0.07,9.62,83.92,98.03
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_430.ply,2025-000,Kitahime,,2025,155.1429522,202.07,3.762366,67.9,72.4,70.1,4.8,0.07,9.6,67.45,81.94
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_445.ply,2025-000,Kitahime,,2025,155.1429522,196.31,3.697526,68.6,72.9,70.7,4.74,0.08,9.62,67.58,82.02
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_463.ply,2025-000,Kitahime,,2025,155.1429522,208.58,3.91991,64.8,70.0,67.3,4.71,0.07,9.62,70.17,84.58
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_477.ply,2025-000,Kitahime,,2025,155.1429522,200.42,3.610629,71.2,76.0,73.5,4.46,0.06,9.62,66.96,81.1
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_493.ply,2025-000,Kitahime,,2025,155.1429522,217.04,4.243781,61.8,67.5,64.5,4.88,0.07,9.59,74.54,89.08
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_512.ply,2025-000,Kitahime,,2025,155.1429522,192.8,3.533486,72.7,75.9,74.3,4.78,0.08,9.65,62.68,77.19
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_525.ply,2025-000,Kitahime,,2025,155.1429522,184.15,3.332742,75.5,77.9,76.7,5.17,0.08,9.63,66.35,81.24
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_539.ply,2025-000,Kitahime,,2025,155.1429522,175.97,3.40177,77.0,78.9,77.9,4.85,0.07,9.63,41.76,56.32
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_555.ply,2025-000,Kitahime,,2025,155.1429522,195.94,3.660174,69.5,73.8,71.6,4.86,0.07,9.62,68.22,82.78
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_572.ply,2025-000,Kitahime,,2025,155.1429522,196.54,3.93538,65.3,69.8,67.5,4.92,0.1,9.62,47.57,62.22
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_586.ply,2025-000,Kitahime,,2025,155.1429522,221.78,4.579937,56.3,61.7,58.9,5.35,0.07,9.64,82.27,97.34
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_604.ply,2025-000,Kitahime,,2025,155.1429522,186.56,3.328731,74.6,77.6,76.0,4.77,0.07,9.59,59.55,73.99
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_619.ply,2025-000,Kitahime,,2025,155.1429522,170.43,3.374616,75.6,78.2,76.9,4.29,0.07,9.62,40.42,54.4
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_632.ply,2025-000,Kitahime,,2025,155.1429522,164.83,3.051218,79.6,79.7,79.6,4.71,0.07,9.61,64.6,78.99
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_650.ply,2025-000,Kitahime,,2025,155.1429522,169.76,3.24462,79.2,80.6,79.9,4.67,0.09,9.65,38.28,52.69
data/3DPotatoTwin/1_rgbd/2_pcd/2025-001/2025-001_pcd_069.ply,2025-001,Kitahime,,2025,232.6776608,279.69,7.174207,37.8,40.1,38.9,4.67,0.07,9.59,98.8,113.13
data/3DPotatoTwin/1_rgbd/2_pcd/2025-001/2025-001_pcd_101.ply,2025-001,Kitahime,,2025,232.6776608,214.84,6.427763,46.8,41.6,44.0,4.33,0.07,9.63,55.23,69.27
