file_name,unique_id,cultivar,growing_season,year,gt_volume_ml,pred_volume_ml,chamfer_mm,precision,recall,f1,encoder_ms,latent_save_ms,decoder_ms,convex_hull_ms,exec_time_ms
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_095.png,2R3-1,Kitahime,,2023,222.1685222983116,264.96,2.570758,87.5,89.1,88.3,189.6,0.09,154.3,90.87,434.86
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_115.png,2R3-1,Kitahime,,2023,222.1685222983116,218.62,1.792019,98.6,98.3,98.5,0.98,0.04,12.68,48.51,62.21
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_136.png,2R3-1,Kitahime,,2023,222.1685222983116,223.27,1.920476,97.0,97.2,97.1,0.88,0.04,12.65,48.39,61.95
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_161.png,2R3-1,Kitahime,,2023,222.1685222983116,203.79,2.037832,97.9,97.2,97.6,0.82,0.03,12.63,42.47,55.96
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_184.png,2R3-1,Kitahime,,2023,222.1685222983116,222.21,1.745609,98.1,98.0,98.0,0.84,0.04,12.66,46.8,60.34
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_205.png,2R3-1,Kitahime,,2023,222.1685222983116,247.37,2.092142,92.1,93.0,92.5,0.84,0.04,12.62,61.19,74.69
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_227.png,2R3-1,Kitahime,,2023,222.1685222983116,247.51,2.017278,93.0,93.8,93.4,0.95,0.04,12.68,71.76,85.43
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_249.png,2R3-1,Kitahime,,2023,222.1685222983116,222.64,1.7331,97.9,97.7,97.8,0.84,0.04,12.63,58.83,72.33
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_271.png,2R3-1,Kitahime,,2023,222.1685222983116,214.37,1.810298,97.3,96.7,97.0,0.83,0.04,12.62,57.66,71.15
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_293.png,2R3-1,Kitahime,,2023,222.1685222983116,222.18,1.779212,98.0,97.8,97.9,0.85,0.04,12.62,60.51,74.03
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_317.png,2R3-1,Kitahime,,2023,222.1685222983116,225.96,1.889939,97.6,97.3,97.5,0.88,0.04,12.65,59.39,72.96
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_338.png,2R3-1,Kitahime,,2023,222.1685222983116,222.96,1.82909,97.9,97.6,97.7,0.86,0.04,12.64,61.83,75.36
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_358.png,2R3-1,Kitahime,,2023,222.1685222983116,219.98,1.767692,98.1,97.9,98.0,0.78,0.04,12.66,70.08,83.56
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_382.png,2R3-1,Kitahime,,2023,222.1685222983116,236.78,1.865191,95.8,96.0,95.9,0.99,0.04,12.63,62.87,76.53
