file_name,unique_id,cultivar,growing_season,year,gt_volume_ml,pred_volume_ml,chamfer_mm,precision,recall,f1,encoder_ms,latent_save_ms,decoder_ms,convex_hull_ms,exec_time_ms
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_095.png,2R3-1,Kitahime,,2023,222.1685222983116,262.05,2.464218,88.2,89.6,88.9,187.25,0.09,26.67,273.54,487.56
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_115.png,2R3-1,Kitahime,,2023,222.1685222983116,249.18,2.100085,92.8,93.8,93.3,1.12,0.04,9.56,52.54,63.27
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_136.png,2R3-1,Kitahime,,2023,222.1685222983116,219.53,1.927151,98.4,97.7,98.1,0.86,0.04,9.55,37.8,48.25
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_161.png,2R3-1,Kitahime,,2023,222.1685222983116,229.99,1.91922,95.4,95.4,95.4,0.83,0.04,9.52,46.91,57.3
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_184.png,2R3-1,Kitahime,,2023,222.1685222983116,249.86,2.128862,91.7,93.0,92.3,0.88,0.04,9.57,49.84,60.33
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_205.png,2R3-1,Kitahime,,2023,222.1685222983116,244.99,1.972592,93.3,94.3,93.8,1.08,0.04,9.56,47.23,57.91
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_227.png,2R3-1,Kitahime,,2023,222.1685222983116,244.3,1.94342,94.2,94.8,94.5,0.87,0.04,9.55,49.19,59.64
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_249.png,2R3-1,Kitahime,,2023,222.1685222983116,218.24,1.855299,96.8,96.5,96.6,1.07,0.04,9.52,44.05,54.67
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_271.png,2R3-1,Kitahime,,2023,222.1685222983116,210.83,1.851304,96.7,96.0,96.3,0.86,0.04,9.54,42.84,53.28
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_293.png,2R3-1,Kitahime,,2023,222.1685222983116,219.16,1.818331,97.9,98.0,97.9,0.88,0.04,9.52,49.03,59.47
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_317.png,2R3-1,Kitahime,,2023,222.1685222983116,221.41,1.96357,95.8,95.8,95.8,0.88,0.04,9.53,46.87,57.32
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_338.png,2R3-1,Kitahime,,2023,222.1685222983116,219.41,1.833017,97.7,97.8,97.8,0.81,0.04,9.52,47.32,57.69
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_358.png,2R3-1,Kitahime,,2023,222.1685222983116,213.98,1.880897,97.1,96.9,97.0,0.84,0.04,9.55,41.91,52.33
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_382.png,2R3-1,Kitahime,,2023,222.1685222983116,234.36,2.004439,95.4,95.8,95.6,0.87,0.04,9.53,46.67,57.11
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_403.png,2R3-1,Kitahime,,2023,222.1685222983116,233.14,1.990101,95.7,96.2,96.0,0.88,0.04,9.55,46.49,56.97
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_424.png,2R3-1,Kitahime,,2023,222.1685222983116,206.32,2.140714,98.5,97.8,98.1,0.94,0.04,9.55,40.54,51.06
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_448.png,2R3-1,Kitahime,,2023,222.1685222983116,205.35,2.198311,98.1,97.3,97.7,0.82,0.03,9.53,39.51,49.9
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_470.png,2R3-1,Kitahime,,2023,222.1685222983116,207.44,1.994026,99.6,99.4,99.5,0.93,0.04,9.54,44.07,54.59
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_491.png,2R3-1,Kitahime,,2023,222.1685222983116,228.42,1.840866,97.0,97.2,97.1,0.83,0.04,9.57,50.31,60.74
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_514.png,2R3-1,Kitahime,,2023,222.1685222983116,215.73,1.845573,99.7,99.3,99.5,0.83,0.04,9.61,41.83,52.3
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_536.png,2R3-1,Kitahime,,2023,222.1685222983116,198.34,2.352048,98.1,97.3,97.7,0.88,0.04,9.56,40.9,51.38
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_558.png,2R3-1,Kitahime,,2023,222.1685222983116,192.48,2.550629,93.8,92.2,93.0,0.92,0.04,9.54,42.05,52.55
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_579.png,2R3-1,Kitahime,,2023,222.1685222983116,193.16,2.58487,93.3,91.6,92.4,0.85,0.04,9.56,41.51,51.96
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_602.png,2R3-1,Kitahime,,2023,222.1685222983116,177.98,3.180956,82.4,78.6,80.5,0.82,0.04,9.53,37.98,48.36
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_623.png,2R3-1,Kitahime,,2023,222.1685222983116,175.22,3.162887,83.6,79.8,81.7,0.83,0.04,9.56,40.42,50.84
data/3DPotatoTwin/corepp_rgbd/2R3-1/realsense/color/2R3-1_643.png,2R3-1,Kitahime,,2023,222.1685222983116,168.16,3.689498,72.9,66.7,69.7,0.81,0.03,9.52,38.55,48.92
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_080.png,2R3-10,Kitahime,,2023,115.02720210135452,125.79,3.096474,79.6,81.6,80.6,0.85,0.04,9.55,32.26,42.7
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_101.png,2R3-10,Kitahime,,2023,115.02720210135452,126.36,2.589861,86.4,89.7,88.0,0.86,0.04,9.52,32.26,42.67
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_121.png,2R3-10,Kitahime,,2023,115.02720210135452,127.39,2.686731,86.6,89.8,88.2,0.81,0.04,9.55,31.36,41.75
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_143.png,2R3-10,Kitahime,,2023,115.02720210135452,125.74,2.668615,85.5,89.4,87.4,0.81,0.04,9.52,31.57,41.94
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_166.png,2R3-10,Kitahime,,2023,115.02720210135452,122.8,2.989979,81.3,82.6,81.9,0.84,0.04,9.55,29.51,39.93
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_186.png,2R3-10,Kitahime,,2023,115.02720210135452,124.77,2.95368,81.2,83.8,82.5,0.84,0.04,9.53,31.15,41.56
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_208.png,2R3-10,Kitahime,,2023,115.02720210135452,124.52,3.383705,75.8,77.5,76.7,0.82,0.04,9.55,30.19,40.59
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_230.png,2R3-10,Kitahime,,2023,115.02720210135452,123.44,3.027466,80.5,81.9,81.2,0.83,0.04,9.53,31.67,42.07
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_250.png,2R3-10,Kitahime,,2023,115.02720210135452,127.97,2.89865,82.4,86.2,84.3,0.83,0.04,9.55,30.62,41.03
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_273.png,2R3-10,Kitahime,,2023,115.02720210135452,127.78,2.888314,82.8,86.0,84.4,0.96,0.04,9.52,30.3,40.81
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_296.png,2R3-10,Kitahime,,2023,115.02720210135452,122.88,3.096414,78.3,80.5,79.4,0.87,0.04,9.55,27.01,37.48
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_318.png,2R3-10,Kitahime,,2023,115.02720210135452,121.64,3.121516,78.4,80.5,79.4,0.85,0.04,9.53,29.92,40.34
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_340.png,2R3-10,Kitahime,,2023,115.02720210135452,121.97,2.993132,80.2,81.8,81.0,0.85,0.04,9.55,30.71,41.14
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_363.png,2R3-10,Kitahime,,2023,115.02720210135452,118.67,3.139954,77.4,78.9,78.2,0.85,0.04,9.53,30.37,40.78
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_383.png,2R3-10,Kitahime,,2023,115.02720210135452,117.58,3.169646,76.9,78.6,77.7,1.04,0.05,9.58,27.21,37.87
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_405.png,2R3-10,Kitahime,,2023,115.02720210135452,124.03,2.57973,86.4,89.5,87.9,0.86,0.04,9.53,31.26,41.68
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_427.png,2R3-10,Kitahime,,2023,115.02720210135452,124.46,2.726861,84.4,87.8,86.0,0.86,0.04,9.55,30.48,40.94
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_449.png,2R3-10,Kitahime,,2023,115.02720210135452,118.12,2.684585,85.7,88.0,86.9,0.84,0.04,9.54,29.61,40.03
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_470.png,2R3-10,Kitahime,,2023,115.02720210135452,121.24,2.46033,88.4,90.9,89.6,0.86,0.04,9.55,29.32,39.76
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_494.png,2R3-10,Kitahime,,2023,115.02720210135452,112.58,2.763334,83.9,85.0,84.5,0.88,0.04,9.53,26.1,36.54
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_516.png,2R3-10,Kitahime,,2023,115.02720210135452,115.92,3.055816,78.9,81.1,80.0,0.86,0.04,9.54,29.4,39.83
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_536.png,2R3-10,Kitahime,,2023,115.02720210135452,121.11,2.57053,86.3,89.1,87.7,0.87,0.04,9.54,33.37,43.82
data/3DPotatoTwin/corepp_rgbd/2R3-10/realsense/color/2R3-10_558.png,2R3-10,Kitahime,,2023,115.02720210135452,113.53,1.986736,96.1,96.5,96.3,0.86,0.04,9.55,26.99,37.44
