file_name,unique_id,cultivar,growing_season,year,gt_volume_ml,pred_volume_ml,chamfer_mm,precision,recall,f1,encoder_ms,latent_save_ms,decoder_ms,convex_hull_ms,exec_time_ms
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_065.ply,2025-000,Kitahime,,2025,155.1429522,174.52,3.791132,68.8,69.7,69.2,169.0,0.11,2.61,47.12,218.84
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_081.ply,2025-000,Kitahime,,2025,155.1429522,193.73,4.209096,60.8,63.6,62.2,4.89,0.07,1.27,9.97,16.21
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_097.ply,2025-000,Kitahime,,2025,155.1429522,205.11,4.219633,60.0,63.8,61.8,4.21,0.06,1.24,11.0,16.52
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_111.ply,2025-000,Kitahime,,2025,155.1429522,185.75,4.134101,62.9,66.2,64.5,4.32,0.06,1.27,10.19,15.84
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_127.ply,2025-000,Kitahime,,2025,155.1429522,224.75,4.837091,52.5,57.7,55.0,4.47,0.06,1.25,11.84,17.62
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_144.ply,2025-000,Kitahime,,2025,155.1429522,218.31,4.522579,56.1,60.4,58.2,4.79,0.06,1.24,11.22,17.31
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_158.ply,2025-000,Kitahime,,2025,155.1429522,189.27,4.164509,62.4,65.9,64.1,4.23,0.05,1.23,11.17,16.69
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_172.ply,2025-000,Kitahime,,2025,155.1429522,192.17,4.200228,60.4,63.8,62.0,4.2,0.06,1.24,9.9,15.4
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_188.ply,2025-000,Kitahime,,2025,155.1429522,208.09,4.379399,57.9,61.9,59.8,4.25,0.06,1.24,10.54,16.1
data/3DPotatoTwin/1_rgbd/2_pcd/2025-000/2025-000_pcd_204.ply,2025-000,Kitahime,,2025,155.1429522,175.19,4.226619,63.1,65.0,64.0,4.69,0.07,1.25,10.01,16.04
