file_name,unique_id,cultivar,growing_season,year,gt_volume_ml,pred_volume_ml,chamfer_mm,precision,recall,f1,encoder_ms,latent_save_ms,decoder_ms,convex_hull_ms,exec_time_ms
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_065.png,2025-000,Kitahime,,2025,155.1429522,69.94,7.374014,42.0,26.4,32.4,1229.0,1.99,129.64,123.64,1484.27
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_081.png,2025-000,Kitahime,,2025,155.1429522,67.99,7.486312,40.1,25.0,30.8,0.84,0.03,2.75,2.99,6.61
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_097.png,2025-000,Kitahime,,2025,155.1429522,68.43,7.455277,41.7,25.6,31.7,0.84,0.03,2.76,2.95,6.57
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_111.png,2025-000,Kitahime,,2025,155.1429522,70.06,7.342732,41.9,26.6,32.5,0.84,0.03,2.74,3.15,6.77
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_127.png,2025-000,Kitahime,,2025,155.1429522,68.3,7.535097,41.9,25.9,32.0,0.83,0.03,2.75,2.95,6.56
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_144.png,2025-000,Kitahime,,2025,155.1429522,68.8,7.49394,42.1,26.1,32.2,0.83,0.04,2.75,3.35,6.97
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_158.png,2025-000,Kitahime,,2025,155.1429522,68.44,7.306139,39.6,25.1,30.7,0.86,0.03,2.76,2.71,6.37
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_172.png,2025-000,Kitahime,,2025,155.1429522,60.87,8.051844,33.4,20.2,25.1,0.85,0.03,2.75,2.62,6.25
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_188.png,2025-000,Kitahime,,2025,155.1429522,67.83,7.548772,40.0,24.8,30.6,0.85,0.03,2.76,2.88,6.52
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_204.png,2025-000,Kitahime,,2025,155.1429522,68.04,7.433878,44.2,27.7,34.1,0.83,0.03,2.75,3.03,6.64
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_217.png,2025-000,Kitahime,,2025,155.1429522,65.5,7.680892,36.5,22.3,27.7,0.87,0.03,2.75,2.69,6.33
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_233.png,2025-000,Kitahime,,2025,155.1429522,68.51,7.55753,41.0,25.6,31.5,0.84,0.03,2.75,3.33,6.95
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_249.png,2025-000,Kitahime,,2025,155.1429522,67.62,7.443575,37.3,24.1,29.3,0.86,0.03,2.75,2.96,6.59
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_263.png,2025-000,Kitahime,,2025,155.1429522,59.68,8.133456,30.0,18.7,23.0,0.84,0.03,2.75,2.94,6.56
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_277.png,2025-000,Kitahime,,2025,155.1429522,65.96,7.545744,36.9,23.5,28.7,0.86,0.03,2.75,2.87,6.52
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_294.png,2025-000,Kitahime,,2025,155.1429522,63.82,7.761278,36.5,22.6,27.9,0.84,0.03,2.75,2.89,6.51
data/3DPotatoTwin/corepp_rgbd/2025-000/realsense/color/2025-000_309.png,2025-000,Kitahime,,2025,155.1429522,58.24,8.37849,32.1,18.4,23.4,0.84,0.03,2.75,2.62,6.24
